Name,ID,Has Item,Mod,Class
minecraft:lever,69,true,null,net.minecraft.block.BlockLever
minecraft:stone_pressure_plate,70,true,null,net.minecraft.block.BlockPressurePlate
minecraft:iron_door,71,false,null,net.minecraft.block.BlockDoor
minecraft:wooden_pressure_plate,72,true,null,net.minecraft.block.BlockPressurePlate
minecraft:redstone_ore,73,true,null,net.minecraft.block.BlockRedstoneOre
minecraft:lit_redstone_ore,74,false,null,net.minecraft.block.BlockRedstoneOre
minecraft:unlit_redstone_torch,75,false,null,net.minecraft.block.BlockRedstoneTorch
minecraft:redstone_torch,76,true,null,net.minecraft.block.BlockRedstoneTorch
minecraft:stone_button,77,true,null,net.minecraft.block.BlockButtonStone
minecraft:snow_layer,78,true,null,net.minecraft.block.BlockSnow
minecraft:ice,79,true,null,powercrystals.minefactoryreloaded.block.decor.BlockVanillaIce
minecraft:snow,80,true,null,net.minecraft.block.BlockSnowBlock
minecraft:cactus,81,true,null,net.minecraft.block.BlockCactus
minecraft:clay,82,true,null,net.minecraft.block.BlockClay
minecraft:reeds,83,false,null,net.minecraft.block.BlockReed
minecraft:jukebox,84,true,null,net.minecraft.block.BlockJukebox
minecraft:fence,85,true,null,net.minecraft.block.BlockFence
minecraft:pumpkin,86,true,null,net.minecraft.block.BlockPumpkin
minecraft:netherrack,87,true,null,net.minecraft.block.BlockNetherrack
minecraft:soul_sand,88,true,null,net.minecraft.block.BlockSoulSand
minecraft:glowstone,89,true,null,net.minecraft.block.BlockGlowstone
minecraft:portal,90,true,null,net.minecraft.block.BlockPortal
minecraft:lit_pumpkin,91,true,null,net.minecraft.block.BlockPumpkin
minecraft:cake,92,false,null,net.minecraft.block.BlockCake
minecraft:unpowered_repeater,93,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:powered_repeater,94,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:stained_glass,95,true,null,net.minecraft.block.BlockStainedGlass
minecraft:trapdoor,96,true,null,net.minecraft.block.BlockTrapDoor
minecraft:monster_egg,97,true,null,net.minecraft.block.BlockSilverfish
minecraft:stonebrick,98,true,null,net.minecraft.block.BlockStoneBrick
minecraft:brown_mushroom_block,99,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:red_mushroom_block,100,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:iron_bars,101,true,null,net.minecraft.block.BlockPane
minecraft:glass_pane,102,true,null,powercrystals.minefactoryreloaded.block.decor.BlockVanillaGlassPane
minecraft:melon_block,103,true,null,net.minecraft.block.BlockMelon
minecraft:pumpkin_stem,104,false,null,net.minecraft.block.BlockStem
minecraft:melon_stem,105,false,null,net.minecraft.block.BlockStem
minecraft:vine,106,true,null,net.minecraft.block.BlockVine
minecraft:fence_gate,107,true,null,net.minecraft.block.BlockFenceGate
minecraft:brick_stairs,108,true,null,net.minecraft.block.BlockStairs
minecraft:stone_brick_stairs,109,true,null,net.minecraft.block.BlockStairs
minecraft:mycelium,110,true,null,net.minecraft.block.BlockMycelium
minecraft:waterlily,111,true,null,net.minecraft.block.BlockLilyPad
minecraft:nether_brick,112,true,null,net.minecraft.block.Block
minecraft:nether_brick_fence,113,true,null,net.minecraft.block.BlockFence
minecraft:nether_brick_stairs,114,true,null,net.minecraft.block.BlockStairs
minecraft:nether_wart,115,false,null,net.minecraft.block.BlockNetherWart
minecraft:enchanting_table,116,true,null,net.minecraft.block.BlockEnchantmentTable
minecraft:brewing_stand,117,false,null,net.minecraft.block.BlockBrewingStand
minecraft:cauldron,118,false,null,net.minecraft.block.BlockCauldron
minecraft:end_portal,119,true,null,net.minecraft.block.BlockEndPortal
minecraft:end_portal_frame,120,true,null,net.minecraft.block.BlockEndPortalFrame
minecraft:end_stone,121,true,null,net.minecraft.block.Block
minecraft:dragon_egg,122,true,null,net.minecraft.block.BlockDragonEgg
minecraft:redstone_lamp,123,true,null,net.minecraft.block.BlockRedstoneLight
minecraft:lit_redstone_lamp,124,false,null,net.minecraft.block.BlockRedstoneLight
minecraft:double_wooden_slab,125,true,null,net.minecraft.block.BlockWoodSlab
minecraft:wooden_slab,126,true,null,net.minecraft.block.BlockWoodSlab
minecraft:cocoa,127,true,null,net.minecraft.block.BlockCocoa
minecraft:sandstone_stairs,128,true,null,net.minecraft.block.BlockStairs
minecraft:emerald_ore,129,true,null,net.minecraft.block.BlockOre
minecraft:ender_chest,130,true,null,net.minecraft.block.BlockEnderChest
minecraft:tripwire_hook,131,true,null,net.minecraft.block.BlockTripWireHook
minecraft:tripwire,132,false,null,net.minecraft.block.BlockTripWire
minecraft:emerald_block,133,true,null,net.minecraft.block.BlockCompressed
minecraft:spruce_stairs,134,true,null,net.minecraft.block.BlockStairs
minecraft:birch_stairs,135,true,null,net.minecraft.block.BlockStairs
minecraft:jungle_stairs,136,true,null,net.minecraft.block.BlockStairs
minecraft:command_block,137,true,null,net.minecraft.block.BlockCommandBlock
minecraft:beacon,138,true,null,net.minecraft.block.BlockBeacon
minecraft:cobblestone_wall,139,true,null,net.minecraft.block.BlockWall
minecraft:flower_pot,140,false,null,net.minecraft.block.BlockFlowerPot
minecraft:carrots,141,true,null,net.minecraft.block.BlockCarrot
minecraft:potatoes,142,true,null,net.minecraft.block.BlockPotato
minecraft:wooden_button,143,true,null,net.minecraft.block.BlockButtonWood
minecraft:skull,144,false,null,net.minecraft.block.BlockSkull
minecraft:anvil,145,true,null,net.minecraft.block.BlockAnvil
minecraft:trapped_chest,146,true,null,net.minecraft.block.BlockChest
minecraft:light_weighted_pressure_plate,147,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:heavy_weighted_pressure_plate,148,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:unpowered_comparator,149,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:powered_comparator,150,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:daylight_detector,151,true,null,net.minecraft.block.BlockDaylightDetector
minecraft:redstone_block,152,true,null,net.minecraft.block.BlockCompressedPowered
minecraft:quartz_ore,153,true,null,null
minecraft:hopper,154,true,null,net.minecraft.block.BlockHopper
minecraft:quartz_block,155,true,null,net.minecraft.block.BlockQuartz
minecraft:quartz_stairs,156,true,null,net.minecraft.block.BlockStairs
minecraft:activator_rail,157,true,null,net.minecraft.block.BlockRailPowered
minecraft:dropper,158,true,null,net.minecraft.block.BlockDropper
minecraft:stained_hardened_clay,159,true,null,net.minecraft.block.BlockColored
minecraft:stained_glass_pane,160,true,null,net.minecraft.block.BlockStainedGlassPane
minecraft:leaves2,161,true,null,net.minecraft.block.BlockNewLeaf
minecraft:log2,162,true,null,net.minecraft.block.BlockNewLog
minecraft:acacia_stairs,163,true,null,net.minecraft.block.BlockStairs
minecraft:dark_oak_stairs,164,true,null,net.minecraft.block.BlockStairs
BuildCraft|Core:eternalSpring,165,true,null,buildcraft.core.BlockSpring
advancedgenetics:advGen:dnaanalyser,166,true,null,com.advGenetics.Blocks.BlockDNAAnalyser
advancedgenetics:advGen:dnaextractor,167,true,null,com.advGenetics.Blocks.BlockDNAExtractor
advancedgenetics:advGen:dnaencoder,168,true,null,com.advGenetics.Blocks.BlockDNAEncoder
advancedgenetics:advGen:dnasplitter,169,true,null,com.advGenetics.Blocks.BlockDNASplitter
minecraft:hay_block,170,true,null,net.minecraft.block.BlockHay
minecraft:carpet,171,true,null,net.minecraft.block.BlockCarpet
minecraft:hardened_clay,172,true,null,net.minecraft.block.BlockHardenedClay
minecraft:coal_block,173,true,null,net.minecraft.block.Block
minecraft:packed_ice,174,true,null,net.minecraft.block.BlockPackedIce
minecraft:double_plant,175,true,null,net.minecraft.block.BlockDoublePlant
advancedgenetics:advGen:dnabreeder,176,true,null,com.advGenetics.Blocks.BlockDNABreeder
advancedgenetics:advGen:centrifuge,177,true,null,com.advGenetics.Blocks.BlockCentrifuge
advancedgenetics:advGen:dnacombiner,178,true,null,com.advGenetics.Blocks.BlockDNACombiner
advancedgenetics:advGen:dnaremover,179,true,null,com.advGenetics.Blocks.BlockDNARemover
advancedgenetics:advGen:dnatransmutator,180,true,null,com.advGenetics.Blocks.BlockDNATransmutator
advancedgenetics:advGen:dnaautosplitter,181,true,null,com.advGenetics.Blocks.BlockDNAAutoSplitter
advancedgenetics:advGen:combustiongenerator,182,true,null,com.advGenetics.Blocks.BlockCombustionGenerator
advancedgenetics:advGen:combustiongeneratoridle,183,true,null,com.advGenetics.Blocks.BlockCombustionGenerator
advancedgenetics:advGen:deathenderchest,184,true,null,com.advGenetics.Blocks.BlockDeathEnderchest
advancedgenetics:advGen:microscope,185,true,null,com.advGenetics.Blocks.BlockMicroscope
advancedgenetics:advGen:healcrystalblock,186,true,null,com.advGenetics.Blocks.BlockHealCrystal
advancedgenetics:advGen:autoscraper,187,true,null,com.advGenetics.Blocks.BlockAutoScraper
advancedgenetics:advGen:dnainsulator,188,true,null,com.advGenetics.Blocks.BlockDNAInsulator
advancedgenetics:advGen:dnacloner,189,true,null,com.advGenetics.Blocks.BlockDNACloner
advancedgenetics:advGen:homeostasistube,190,true,null,com.advGenetics.Blocks.BlockHomeostasisTube
ComputerCraft:CC-Computer,191,true,null,dan200.computercraft.shared.computer.blocks.BlockComputer
ComputerCraft:CC-Peripheral,192,true,null,dan200.computercraft.shared.peripheral.common.BlockPeripheral
ComputerCraft:CC-Cable,193,true,null,dan200.computercraft.shared.peripheral.common.BlockCable
ComputerCraft:CC-Turtle,194,true,null,dan200.computercraft.shared.turtle.blocks.BlockTurtle
ComputerCraft:CC-TurtleExpanded,195,true,null,dan200.computercraft.shared.turtle.blocks.BlockTurtle
ComputerCraft:CC-TurtleAdvanced,196,true,null,dan200.computercraft.shared.turtle.blocks.BlockTurtle
EnderIO:blockEnderIo,197,true,null,crazypants.enderio.enderface.BlockEnderIO
EnderIO:blockTravelAnchor,198,true,null,crazypants.enderio.teleport.BlockTravelAnchor
EnderIO:blockSolarPanel,199,true,null,crazypants.enderio.machine.solar.BlockSolarPanel
EnderIO:blockStirlingGenerator,200,true,null,crazypants.enderio.machine.generator.stirling.BlockStirlingGenerator
EnderIO:blockCombustionGenerator,201,true,null,crazypants.enderio.machine.generator.combustion.BlockCombustionGenerator
EnderIO:blockZombieGenerator,202,true,null,crazypants.enderio.machine.generator.zombie.BlockZombieGenerator
EnderIO:blockSagMill,203,true,null,crazypants.enderio.machine.crusher.BlockCrusher
EnderIO:blockAlloySmelter,204,true,null,crazypants.enderio.machine.alloy.BlockAlloySmelter
EnderIO:blockVat,205,true,null,crazypants.enderio.machine.still.BlockVat
EnderIO:blockPowerMonitor,206,true,null,crazypants.enderio.machine.monitor.BlockPowerMonitor
EnderIO:blockFarmStation,207,true,null,crazypants.enderio.machine.farm.BlockFarmStation
EnderIO:blockCapacitorBank,208,true,null,crazypants.enderio.machine.power.BlockCapacitorBank
EnderIO:blockWirelessCharger,209,true,null,crazypants.enderio.machine.wireless.BlockWirelessCharger
EnderIO:blockPainter,210,true,null,crazypants.enderio.machine.painter.BlockPainter
EnderIO:blockPaintedFence,211,true,null,crazypants.enderio.machine.painter.BlockPaintedFence
EnderIO:blockPaintedFenceGate,212,true,null,crazypants.enderio.machine.painter.BlockPaintedFenceGate
EnderIO:blockPaintedWall,213,true,null,crazypants.enderio.machine.painter.BlockPaintedWall
EnderIO:blockPaintedStair,214,true,null,crazypants.enderio.machine.painter.BlockPaintedStair
EnderIO:blockPaintedSlab,215,true,null,crazypants.enderio.machine.painter.BlockPaintedSlab
EnderIO:blockPaintedDoubleSlab,216,true,null,crazypants.enderio.machine.painter.BlockPaintedSlab
EnderIO:blockCrafter,217,true,null,crazypants.enderio.machine.crafter.BlockCrafter
EnderIO:blockPaintedGlowstone,218,true,null,crazypants.enderio.machine.painter.BlockPaintedGlowstone
EnderIO:blockPaintedCarpet,219,true,null,crazypants.enderio.machine.painter.BlockPaintedCarpet
EnderIO:blockHyperCube,220,true,null,crazypants.enderio.machine.hypercube.BlockHyperCube
EnderIO:blockElectricLight,221,true,null,crazypants.enderio.machine.light.BlockElectricLight
EnderIO:blockLightNode,222,true,null,crazypants.enderio.machine.light.BlockLightNode
EnderIO:blockTank,223,true,null,crazypants.enderio.machine.tank.BlockTank
EnderIO:blockReservoir,224,true,null,crazypants.enderio.machine.reservoir.BlockReservoir
EnderIO:blockVacuumChest,225,true,null,crazypants.enderio.machine.vacuum.BlockVacuumChest
EnderIO:blockEnchanter,226,true,null,crazypants.enderio.machine.enchanter.BlockEnchanter
EnderIO:blockDarkSteelPressurePlate,227,true,null,crazypants.enderio.block.BlockDarkSteelPressurePlate
EnderIO:blockFusedQuartz,228,true,null,crazypants.enderio.material.BlockFusedQuartz
EnderIO:blockConduitBundle,229,true,null,crazypants.enderio.conduit.BlockConduitBundle
EnderIO:blockConduitFacade,230,true,null,crazypants.enderio.conduit.facade.BlockConduitFacade
EnderIO:blockPoweredSpawner,231,true,null,crazypants.enderio.machine.spawner.BlockPoweredSpawner
EnderIO:blockNutrient_distillation,232,true,null,crazypants.enderio.fluid.BlockFluidEio
EnderIO:blockHootch,233,true,null,crazypants.enderio.fluid.BlockFluidEio
EnderIO:blockRocket_fuel,234,true,null,crazypants.enderio.fluid.BlockFluidEio
EnderIO:blockFire_water,235,true,null,crazypants.enderio.fluid.BlockFluidEio
EnderIO:blockDarkIronBars,236,true,null,crazypants.enderio.material.BlockDarkIronBars
EnderIO:blockEndermanSkull,237,true,null,crazypants.enderio.item.skull.BlockEndermanSkull
ForgeMultipart:block,238,false,null,codechicken.multipart.BlockMultipart
ExtraUtilities:endConstructor,239,true,null,com.rwtema.extrautils.tileentity.enderconstructor.BlockEnderConstructor
ExtraUtilities:endMarker,240,true,null,com.rwtema.extrautils.tileentity.enderquarry.BlockEnderMarkers
ExtraUtilities:curtains,241,true,null,com.rwtema.extrautils.block.BlockCurtain
ExtraUtilities:angelBlock,242,true,null,com.rwtema.extrautils.block.BlockAngelBlock
ExtraUtilities:budoff,243,true,null,com.rwtema.extrautils.block.BlockBUD
ExtraUtilities:chandelier,244,true,null,com.rwtema.extrautils.block.BlockChandelier
ExtraUtilities:decorativeBlock1,245,true,null,com.rwtema.extrautils.block.BlockDecoration
ExtraUtilities:decorativeBlock2,246,true,null,com.rwtema.extrautils.block.BlockDecoration
ExtraUtilities:pureLove,247,true,null,com.rwtema.extrautils.block.BlockPureLove
ExtraUtilities:block_bedrockium,248,true,null,com.rwtema.extrautils.block.BlockBedrockium
ExtraUtilities:datablock,249,true,null,com.rwtema.extrautils.block.BlockColorData
ExtraUtilities:colorStoneBrick,250,true,null,com.rwtema.extrautils.block.BlockColor
ExtraUtilities:colorWoodPlanks,251,true,null,com.rwtema.extrautils.block.BlockColor
ExtraUtilities:cobblestone_compressed,252,true,null,com.rwtema.extrautils.block.BlockCobblestoneCompressed
ExtraUtilities:conveyor,253,true,null,com.rwtema.extrautils.block.BlockConveyor
ExtraUtilities:filing,254,true,null,com.rwtema.extrautils.block.BlockFilingCabinet
ExtraUtilities:greenscreen,255,true,null,com.rwtema.extrautils.block.BlockGreenScreen
ExtraUtilities:peaceful_table_top,409,true,null,com.rwtema.extrautils.block.BlockPeacefulTable
ExtraUtilities:trading_post,410,true,null,com.rwtema.extrautils.block.BlockTradingPost
ExtraUtilities:sound_muffler,411,true,null,com.rwtema.extrautils.block.BlockSoundMuffler
ExtraUtilities:extractor_base,412,true,null,com.rwtema.extrautils.tileentity.transfernodes.BlockTransferNode
ExtraUtilities:extractor_base_remote,413,true,null,com.rwtema.extrautils.tileentity.transfernodes.BlockRetrievalNode
ExtraUtilities:pipes,414,true,null,com.rwtema.extrautils.tileentity.transfernodes.BlockTransferPipe
ExtraUtilities:pipes.1,415,true,null,com.rwtema.extrautils.tileentity.transfernodes.BlockTransferPipe
ExtraUtilities:cursedearthside,416,true,null,com.rwtema.extrautils.block.BlockCursedEarth
ExtraUtilities:trashcan,423,true,null,com.rwtema.extrautils.block.BlockTrashCan
ExtraUtilities:spike_base,424,true,null,com.rwtema.extrautils.block.BlockSpike
ExtraUtilities:enderThermicPump,425,true,null,com.rwtema.extrautils.block.BlockEnderthermicPump
ExtraUtilities:enderQuarry,426,true,null,com.rwtema.extrautils.tileentity.enderquarry.BlockEnderQuarry
ExtraUtilities:plant/ender_lilly,427,true,null,com.rwtema.extrautils.block.BlockEnderLily
ExtraUtilities:timer,428,true,null,com.rwtema.extrautils.block.BlockTimer
ExtraUtilities:magnumTorch,429,true,null,com.rwtema.extrautils.block.BlockMagnumTorch
ExtraUtilities:drum,430,true,null,com.rwtema.extrautils.block.BlockDrum
ExtraUtilities:generator,431,true,null,com.rwtema.extrautils.tileentity.generator.BlockGenerator
ExtraUtilities:dark_portal,432,true,null,com.rwtema.extrautils.block.BlockPortal
ExtraUtilities:etherealglass,433,true,null,com.rwtema.extrautils.block.BlockEtherealStone
MineFactoryReloaded:tile.mfr.conveyor,434,true,null,powercrystals.minefactoryreloaded.block.transport.BlockConveyor
MineFactoryReloaded:tile.mfr.machineblock,435,true,null,powercrystals.minefactoryreloaded.block.decor.BlockFactoryDecoration
MineFactoryReloaded:tile.mfr.machine.0,436,true,null,powercrystals.minefactoryreloaded.block.BlockFactoryMachine
MineFactoryReloaded:tile.mfr.machine.1,437,true,null,powercrystals.minefactoryreloaded.block.BlockFactoryMachine
MineFactoryReloaded:tile.mfr.machine.2,438,true,null,powercrystals.minefactoryreloaded.block.BlockFactoryMachine
MineFactoryReloaded:tile.mfr.cable.plastic,439,true,null,powercrystals.minefactoryreloaded.block.transport.BlockPlasticPipe
MineFactoryReloaded:tile.mfr.cable.redstone,440,true,null,powercrystals.minefactoryreloaded.block.transport.BlockRedNetCable
MineFactoryReloaded:tile.mfr.rednet.logic,441,true,null,powercrystals.minefactoryreloaded.block.BlockRedNetLogic
MineFactoryReloaded:tile.mfr.rednet.panel,442,true,null,powercrystals.minefactoryreloaded.block.BlockRedNetPanel
MineFactoryReloaded:tile.mfr.rail.cargo.pickup,443,true,null,powercrystals.minefactoryreloaded.block.transport.BlockRailCargoPickup
MineFactoryReloaded:tile.mfr.rail.cargo.dropoff,444,true,null,powercrystals.minefactoryreloaded.block.transport.BlockRailCargoDropoff
MineFactoryReloaded:tile.mfr.rail.passenger.pickup,445,true,null,powercrystals.minefactoryreloaded.block.transport.BlockRailPassengerPickup
MineFactoryReloaded:tile.mfr.rail.passenger.dropoff,446,true,null,powercrystals.minefactoryreloaded.block.transport.BlockRailPassengerDropoff
MineFactoryReloaded:tile.mfr.rubberwood.sapling,447,true,null,powercrystals.minefactoryreloaded.block.BlockRubberSapling
MineFactoryReloaded:tile.mfr.rubberwood.log,448,true,null,powercrystals.minefactoryreloaded.block.BlockRubberWood
MineFactoryReloaded:tile.mfr.rubberwood.leaves,449,true,null,powercrystals.minefactoryreloaded.block.BlockRubberLeaves
MineFactoryReloaded:tile.mfr.stainedglass.block,450,true,null,powercrystals.minefactoryreloaded.block.decor.BlockFactoryGlass
MineFactoryReloaded:tile.mfr.stainedglass.pane,451,true,null,powercrystals.minefactoryreloaded.block.decor.BlockFactoryGlassPane
MineFactoryReloaded:tile.mfr.road,452,true,null,powercrystals.minefactoryreloaded.block.transport.BlockFactoryRoad
MineFactoryReloaded:tile.mfr.plastic,453,true,null,powercrystals.minefactoryreloaded.block.decor.BlockFactoryPlastic
MineFactoryReloaded:tile.mfr.decorativebrick,454,true,null,powercrystals.minefactoryreloaded.block.decor.BlockDecorativeBricks
MineFactoryReloaded:tile.mfr.decorativestone,455,true,null,powercrystals.minefactoryreloaded.block.decor.BlockDecorativeStone
MineFactoryReloaded:tile.mfr.vinescaffold,456,true,null,powercrystals.minefactoryreloaded.block.BlockVineScaffold
MineFactoryReloaded:tile.mfr.farmland,457,true,null,powercrystals.minefactoryreloaded.block.BlockFertileSoil
MineFactoryReloaded:tile.mfr.detcord,458,true,null,powercrystals.minefactoryreloaded.block.BlockDetCord
MineFactoryReloaded:tile.null,459,false,null,powercrystals.minefactoryreloaded.block.BlockFakeLaser
MineFactoryReloaded:fluid.mfr.liquid.milk.still,460,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:fluid.mfr.liquid.sludge.still,461,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:fluid.mfr.liquid.sewage.still,462,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:fluid.mfr.liquid.mobessence.still,463,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:fluid.mfr.liquid.biofuel.still,464,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockExplodingFluid
MineFactoryReloaded:fluid.mfr.liquid.meat.still,465,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:fluid.mfr.liquid.pinkslime.still,466,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockPinkSlimeFluid
MineFactoryReloaded:fluid.mfr.liquid.chocolatemilk.still,467,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:fluid.mfr.liquid.mushroomsoup.still,468,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
MineFactoryReloaded:fluid.mfr.liquid.steam.still,469,true,null,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid
BuildCraft|Energy:engineBlock,470,true,null,buildcraft.energy.BlockEngine
BuildCraft|Energy:energyConverter,471,true,null,buildcraft.energy.BlockEnergyConverter
BuildCraft|Energy:blockOil,472,true,null,buildcraft.energy.BlockBuildcraftFluid
BuildCraft|Energy:blockFuel,473,true,null,buildcraft.energy.BlockBuildcraftFluid
BuildCraft|Energy:blockRedPlasma,474,true,null,buildcraft.energy.BlockBuildcraftFluid
GalacticraftCore:tile.landingPad,475,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockLandingPad
GalacticraftCore:tile.landingPadFull,476,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockLandingPadFull
GalacticraftCore:tile.unlitTorch,477,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockUnlitTorch
GalacticraftCore:tile.unlitTorchLit,478,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockUnlitTorch
GalacticraftCore:tile.breatheableAir,479,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockBreathableAir
GalacticraftCore:tile.brightAir,480,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockBrightAir
GalacticraftCore:tile.brightBreathableAir,481,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockBrightBreathableAir
GalacticraftCore:tile.oxygenCollector,482,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockOxygenCollector
GalacticraftCore:tile.oxygenCompressor,483,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockOxygenCompressor
GalacticraftCore:tile.distributor,484,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockOxygenDistributor
GalacticraftCore:tile.sealer,485,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockOxygenSealer
GalacticraftCore:tile.oxygenDetector,486,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockOxygenDetector
GalacticraftCore:tile.oxygenPipe,487,true,null,micdoodle8.mods.galacticraft.core.blocks.BlockOxygenPipe
